state,county,UninsuredPerc,fair-or-poor-health-perc
Kentucky,Clinton,,24
Kentucky,Crittenden,,22
Kentucky,Cumberland,,23
Kentucky,Daviess,,20
Kentucky,Edmonson,,23
Kentucky,Elliott,,29
Kentucky,Estill,,27
Kentucky,Fayette,,18
Kentucky,Fleming,,21
Kentucky,Floyd,,29
Kentucky,Franklin,,21
Kentucky,Fulton,,27
Kentucky,Gallatin,,20
Kentucky,Garrard,,21
Kentucky,Grant,,23
Kentucky,Graves,,23
Kentucky,Grayson,,24
Kentucky,Green,,21
Kentucky,Greenup,,25
Kentucky,Hancock,,21
Kentucky,Hardin,,20
Kentucky,Harlan,,28
Kentucky,Harrison,,20
Kentucky,Hart,,24
Kentucky,Henderson,,21
Kentucky,Henry,,21
Kentucky,Hickman,,25
Kentucky,Hopkins,,20
Kentucky,Jackson,,26
Kentucky,Jefferson,,21
Kentucky,Jessamine,,21
Kentucky,Johnson,,25
Kentucky,Kenton,,16
Kentucky,Knott,,29
Kentucky,Knox,,30
Kentucky,Larue,,22
Kentucky,Laurel,,23
Kentucky,Lawrence,,27
Kentucky,Lee,,28
Kentucky,Leslie,,27
Kentucky,Letcher,,27
Kentucky,Lewis,,25
Kentucky,Lincoln,,25
Kentucky,Livingston,,21
Kentucky,Logan,,22
Kentucky,Lyon,,19
Kentucky,McCracken,,21
Kentucky,McCreary,,34
Kentucky,McLean,,22
Kentucky,Madison,,20
Kentucky,Magoffin,,28
Kentucky,Marion,,24
Kentucky,Marshall,,19
Kentucky,Martin,,28
Kentucky,Mason,,21
Kentucky,Meade,,20
Kentucky,Menifee,,23
Kentucky,Mercer,,21
Kentucky,Metcalfe,,25
Kentucky,Monroe,,24
Kentucky,Montgomery,,22
Kentucky,Morgan,,26
Kentucky,Muhlenberg,,23
Kentucky,Nelson,,18
Kentucky,Nicholas,,25
Kentucky,Ohio,,24
Kentucky,Oldham,,15
Kentucky,Owen,,21
Kentucky,Owsley,,27
Kentucky,Pendleton,,19
Kentucky,Perry,,26
Kentucky,Pike,,26
Kentucky,Powell,,24
Kentucky,Pulaski,,24
Kentucky,Robertson,,25
Kentucky,Rockcastle,,24
Kentucky,Rowan,,23
Kentucky,Russell,,24
Kentucky,Scott,,18
Kentucky,Shelby,,19
Kentucky,Simpson,,21
Kentucky,Spencer,,17
Kentucky,Taylor,,23
Kentucky,Todd,,22
Kentucky,Trigg,,21
Kentucky,Trimble,,21
Kentucky,Union,,23
Kentucky,Warren,,19
Kentucky,Washington,,20
Kentucky,Wayne,,27
Kentucky,Webster,,23
Kentucky,Whitley,,26
Kentucky,Wolfe,,31
Kentucky,Woodford,,18
Louisiana,,,22
Louisiana,Acadia,,21
Louisiana,Allen,,21
Louisiana,Ascension,,17
Louisiana,Assumption,,22
Louisiana,Avoyelles,,24
Louisiana,Beauregard,,20
Louisiana,Bienville,,24
Louisiana,Bossier,,19
Louisiana,Caddo,,23
Louisiana,Calcasieu,,19
Louisiana,Caldwell,,22
Louisiana,Cameron,,17
Louisiana,Catahoula,,22
Louisiana,Claiborne,,28
Louisiana,Concordia,,26
Louisiana,De Soto,,23
Louisiana,East Baton Rouge,,20
Louisiana,East Carroll,,37
Louisiana,East Feliciana,,21
Louisiana,Evangeline,,25
Louisiana,Franklin,,25
Louisiana,Grant,,22
Louisiana,Iberia,,23
Louisiana,Iberville,,22
Louisiana,Jackson,,22
Louisiana,Jefferson,,20
Louisiana,Jefferson Davis,,20
Louisiana,Lafayette,,17
Louisiana,Lafourche,,18
Louisiana,La Salle,,22
Louisiana,Lincoln,,23
Louisiana,Livingston,,18
Louisiana,Madison,,31
Louisiana,Morehouse,,28
Louisiana,Natchitoches,,26
Louisiana,Orleans,,21
Louisiana,Ouachita,,23
Louisiana,Plaquemines,,19
Louisiana,Pointe Coupee,,20
Louisiana,Rapides,,22
Louisiana,Red River,,22
Louisiana,Richland,,25
Louisiana,Sabine,,20
Louisiana,St. Bernard,,23
Louisiana,St. Charles,,19
Louisiana,St. Helena,,27
Louisiana,St. James,,20
Louisiana,St. John the Baptist,,22
Louisiana,St. Landry,,25
Louisiana,St. Martin,,20
Louisiana,St. Mary,,24
Louisiana,St. Tammany,,16
Louisiana,Tangipahoa,,22
Louisiana,Tensas,,35
Louisiana,Terrebonne,,21
Louisiana,Union,,21
Louisiana,Vermilion,,21
Louisiana,Vernon,,20
Louisiana,Washington,,26
Louisiana,Webster,,23
Louisiana,West Baton Rouge,,20
Louisiana,West Carroll,,21
Louisiana,West Feliciana,,21
Louisiana,Winn,,24
Maine,,,15
Maine,Androscoggin,,13
Maine,Aroostook,,17
Maine,Cumberland,,9
Maine,Franklin,,14
Maine,Hancock,,13
Maine,Kennebec,,12
Maine,Knox,,11
Maine,Lincoln,,11
Maine,Oxford,,14
Maine,Penobscot,,15
Maine,Piscataquis,,15
Maine,Sagadahoc,,12
Maine,Somerset,,16
Maine,Waldo,,15
Maine,Washington,,18
Maine,York,,13
Maryland,,,15
Maryland,Allegany,,17
Maryland,Anne Arundel,,12
Maryland,Baltimore,,14
Maryland,Calvert,,12
Maryland,Caroline,,17
Maryland,Carroll,,11
Maryland,Cecil,,14
Maryland,Charles,,14
Maryland,Dorchester,,18
Maryland,Frederick,,11
Maryland,Garrett,,14
Maryland,Harford,,12
Maryland,Howard,,10
Maryland,Kent,,13
Maryland,Montgomery,,11
Maryland,Prince George's,,15
Maryland,Queen Anne's,,11
Maryland,St. Mary's,,13
Maryland,Somerset,,19
Maryland,Talbot,,13
Maryland,Washington,,16
Maryland,Wicomico,,15
Maryland,Worcester,,14
Maryland,Baltimore City,,19
Massachusetts,,,14
Massachusetts,Barnstable,,10
Massachusetts,Berkshire,,13
Massachusetts,Bristol,,14
Massachusetts,Dukes,,11
Massachusetts,Essex,,13
Massachusetts,Franklin,,12
Massachusetts,Hampden,,18
Massachusetts,Hampshire,,12
Massachusetts,Middlesex,,11
Massachusetts,Nantucket,,13
Massachusetts,Norfolk,,12
Massachusetts,Plymouth,,13
Massachusetts,Suffolk,,17
Massachusetts,Worcester,,14
Michigan,,,17
Michigan,Alcona,,15
Michigan,Alger,,15
Michigan,Allegan,,14
Michigan,Alpena,,15
Michigan,Antrim,,14
Michigan,Arenac,,16
Michigan,Baraga,,16
Michigan,Barry,,13
Michigan,Bay,,15
Michigan,Benzie,,13
Michigan,Berrien,,16
Michigan,Branch,,15
Michigan,Calhoun,,16
Michigan,Cass,,15
Michigan,Charlevoix,,13
Michigan,Cheboygan,,15
Michigan,Chippewa,,19
Michigan,Clare,,17
Michigan,Clinton,,12
Michigan,Crawford,,15
Michigan,Delta,,16
Michigan,Dickinson,,15
Michigan,Eaton,,14
Michigan,Emmet,,14
Michigan,Genesee,,17
Michigan,Gladwin,,17
Michigan,Gogebic,,17
Michigan,Grand Traverse,,12
Michigan,Gratiot,,17
Michigan,Hillsdale,,14
Michigan,Houghton,,16
Michigan,Huron,,14
Michigan,Ingham,,16
Michigan,Ionia,,14
Michigan,Iosco,,15
Michigan,Iron,,15
Michigan,Isabella,,19
Michigan,Jackson,,16
Michigan,Kalamazoo,,15
Michigan,Kalkaska,,16
Michigan,Kent,,13
Michigan,Keweenaw,,15
Michigan,Lake,,19
Michigan,Lapeer,,14
Michigan,Leelanau,,12
Michigan,Lenawee,,14
Michigan,Livingston,,11
Michigan,Luce,,18
Michigan,Mackinac,,18
Michigan,Macomb,,16
Michigan,Manistee,,14
Michigan,Marquette,,15
Michigan,Mason,,15
Michigan,Mecosta,,16
Michigan,Menominee,,14
Michigan,Midland,,13
Michigan,Missaukee,,17
Michigan,Monroe,,14
Michigan,Montcalm,,16
Michigan,Montmorency,,15
Michigan,Muskegon,,16
Michigan,Newaygo,,17
Michigan,Oakland,,12
Michigan,Oceana,,17
Michigan,Ogemaw,,15
Michigan,Ontonagon,,16
Michigan,Osceola,,17
Michigan,Oscoda,,15
Michigan,Otsego,,15
Michigan,Ottawa,,12
Michigan,Presque Isle,,15
Michigan,Roscommon,,16
Michigan,Saginaw,,18
Michigan,St. Clair,,15
Michigan,St. Joseph,,17
Michigan,Sanilac,,14
Michigan,Schoolcraft,,17
Michigan,Shiawassee,,15
Michigan,Tuscola,,15
Michigan,Van Buren,,16
Michigan,Washtenaw,,12
Michigan,Wayne,,19
Michigan,Wexford,,17
Minnesota,,,12
Minnesota,Aitkin,,14
Minnesota,Anoka,,12
Minnesota,Becker,,13
Minnesota,Beltrami,,15
Minnesota,Benton,,13
Minnesota,Big Stone,,13
Minnesota,Blue Earth,,14
Minnesota,Brown,,11
Minnesota,Carlton,,12
Minnesota,Carver,,9
Minnesota,Cass,,15
Minnesota,Chippewa,,13
Minnesota,Chisago,,11
Minnesota,Clay,,12
Minnesota,Clearwater,,15
Minnesota,Cook,,13
Minnesota,Cottonwood,,14
Minnesota,Crow Wing,,12
Minnesota,Dakota,,10
Minnesota,Dodge,,11
Minnesota,Douglas,,13
Minnesota,Faribault,,12
Minnesota,Fillmore,,11
Minnesota,Freeborn,,14
Minnesota,Goodhue,,12
Minnesota,Grant,,12
Minnesota,Hennepin,,10
Minnesota,Houston,,11
Minnesota,Hubbard,,12
Minnesota,Isanti,,11
Minnesota,Itasca,,14
Minnesota,Jackson,,12
Minnesota,Kanabec,,13
Minnesota,Kandiyohi,,14
Minnesota,Kittson,,13
Minnesota,Koochiching,,15
Minnesota,Lac qui Parle,,12
Minnesota,Lake,,11
Minnesota,Lake of the Woods,,12
Minnesota,Le Sueur,,11
Minnesota,Lincoln,,12
Minnesota,Lyon,,13
Minnesota,McLeod,,12
Minnesota,Mahnomen,,20
Minnesota,Marshall,,13
Minnesota,Martin,,12
Minnesota,Meeker,,11
Minnesota,Mille Lacs,,14
Minnesota,Morrison,,13
Minnesota,Mower,,14
Minnesota,Murray,,11
Minnesota,Nicollet,,11
Minnesota,Nobles,,16
Minnesota,Norman,,13
Minnesota,Olmsted,,10
Minnesota,Otter Tail,,12
Minnesota,Pennington,,11
Minnesota,Pine,,15
Minnesota,Pipestone,,13
Minnesota,Polk,,14
Minnesota,Pope,,11
Minnesota,Ramsey,,13
Minnesota,Red Lake,,11
Minnesota,Redwood,,14
Minnesota,Renville,,13
Minnesota,Rice,,12
Minnesota,Rock,,12
Minnesota,Roseau,,12
Minnesota,St. Louis,,13
Minnesota,Scott,,11
Minnesota,Sherburne,,11
Minnesota,Sibley,,11
Minnesota,Stearns,,13
Minnesota,Steele,,12
Minnesota,Stevens,,13
Minnesota,Swift,,13
Minnesota,Todd,,13
Minnesota,Traverse,,12
Minnesota,Wabasha,,11
Minnesota,Wadena,,13
Minnesota,Waseca,,13
Minnesota,Washington,,9
Minnesota,Watonwan,,16
Minnesota,Wilkin,,12
Minnesota,Winona,,13
Minnesota,Wright,,11
Minnesota,Yellow Medicine,,13
Mississippi,,,24
Mississippi,Adams,,27
Mississippi,Alcorn,,22
Mississippi,Amite,,25
Mississippi,Attala,,24
Mississippi,Benton,,22
Mississippi,Bolivar,,28
Mississippi,Calhoun,,25
Mississippi,Carroll,,19
Mississippi,Chickasaw,,25
Mississippi,Choctaw,,23
Mississippi,Claiborne,,37
Mississippi,Clarke,,22
Mississippi,Clay,,27
Mississippi,Coahoma,,35
Mississippi,Copiah,,27
Mississippi,Covington,,24
Mississippi,DeSoto,,18
Mississippi,Forrest,,23
Mississippi,Franklin,,22
Mississippi,George,,19
Mississippi,Greene,,17
Mississippi,Grenada,,25
Mississippi,Hancock,,20
Mississippi,Harrison,,21
Mississippi,Hinds,,21
Mississippi,Holmes,,38
Mississippi,Humphreys,,36
Mississippi,Issaquena,,35
Mississippi,Itawamba,,21
Mississippi,Jackson,,22
Mississippi,Jasper,,27
Mississippi,Jefferson,,37
Mississippi,Jefferson Davis,,32
Mississippi,Jones,,24
Mississippi,Kemper,,31
Mississippi,Lafayette,,20
Mississippi,Lamar,,18
Mississippi,Lauderdale,,21
Mississippi,Lawrence,,24
Mississippi,Leake,,26
Mississippi,Lee,,21
Mississippi,Leflore,,31
Mississippi,Lincoln,,22
Mississippi,Lowndes,,23
Mississippi,Madison,,17
Mississippi,Marion,,25
Mississippi,Marshall,,24
Mississippi,Monroe,,22
Mississippi,Montgomery,,24
Mississippi,Neshoba,,24
Mississippi,Newton,,24
Mississippi,Noxubee,,30
Mississippi,Oktibbeha,,23
Mississippi,Panola,,24
Mississippi,Pearl River,,20
Mississippi,Perry,,24
Mississippi,Pike,,28
Mississippi,Pontotoc,,20
Mississippi,Prentiss,,24
Mississippi,Quitman,,36
Mississippi,Rankin,,17
Mississippi,Scott,,29
Mississippi,Sharkey,,33
Mississippi,Simpson,,25
Mississippi,Smith,,22
Mississippi,Stone,,20
Mississippi,Sunflower,,31
Mississippi,Tallahatchie,,28
Mississippi,Tate,,21
Mississippi,Tippah,,23
Mississippi,Tishomingo,,22
Mississippi,Tunica,,30
Mississippi,Union,,21
Mississippi,Walthall,,29
Mississippi,Warren,,25
Mississippi,Washington,,29
Mississippi,Wayne,,25
Mississippi,Webster,,23
Mississippi,Wilkinson,,32
Mississippi,Winston,,25
Mississippi,Yalobusha,,25
Mississippi,Yazoo,,31
Missouri,,,18
Missouri,Adair,,21
Missouri,Andrew,,16
Missouri,Atchison,,17
Missouri,Audrain,,19
Missouri,Barry,,21
Missouri,Barton,,21
Missouri,Bates,,20
Missouri,Benton,,20
Missouri,Bollinger,,21
Missouri,Boone,,17
Missouri,Buchanan,,21
Missouri,Butler,,23
Missouri,Caldwell,,20
Missouri,Callaway,,18
Missouri,Camden,,18
Missouri,Cape Girardeau,,19
Missouri,Carroll,,19
Missouri,Carter,,20
Missouri,Cass,,17
Missouri,Cedar,,22
Missouri,Chariton,,19
Missouri,Christian,,18
Missouri,Clark,,18
Missouri,Clay,,16
Missouri,Clinton,,16
Missouri,Cole,,17
Missouri,Cooper,,18
Missouri,Crawford,,23
Missouri,Dade,,21
Missouri,Dallas,,20
Missouri,Daviess,,18
Missouri,DeKalb,,18
Missouri,Dent,,22
Missouri,Douglas,,21
Missouri,Dunklin,,30
Missouri,Franklin,,18
Missouri,Gasconade,,17
Missouri,Gentry,,18
Missouri,Greene,,17
Missouri,Grundy,,19
Missouri,Harrison,,20
Missouri,Henry,,20
Missouri,Hickory,,22
Missouri,Holt,,19
Missouri,Howard,,19
Missouri,Howell,,22
Missouri,Iron,,22
Missouri,Jackson,,17
Missouri,Jasper,,19
Missouri,Jefferson,,19
Missouri,Johnson,,18
Missouri,Knox,,20
Missouri,Laclede,,20
Missouri,Lafayette,,17
Missouri,Lawrence,,20
Missouri,Lewis,,19
Missouri,Lincoln,,18
Missouri,Linn,,21
Missouri,Livingston,,18
Missouri,McDonald,,23
Missouri,Macon,,20
Missouri,Madison,,22
Missouri,Maries,,19
Missouri,Marion,,20
Missouri,Mercer,,20
Missouri,Miller,,21
Missouri,Mississippi,,31
Missouri,Moniteau,,17
Missouri,Monroe,,18
Missouri,Montgomery,,20
Missouri,Morgan,,22
Missouri,New Madrid,,26
Missouri,Newton,,19
Missouri,Nodaway,,19
Missouri,Oregon,,22
Missouri,Osage,,15
Missouri,Ozark,,24
Missouri,Pemiscot,,28
Missouri,Perry,,18
Missouri,Pettis,,22
Missouri,Phelps,,20
Missouri,Pike,,20
Missouri,Platte,,14
Missouri,Polk,,20
Missouri,Pulaski,,19
Missouri,Putnam,,22
Missouri,Ralls,,17
Missouri,Randolph,,20
Missouri,Ray,,18
Missouri,Reynolds,,21
Missouri,Ripley,,24
Missouri,St. Charles,,14
Missouri,St. Clair,,21
Missouri,Ste. Genevieve,,18
Missouri,St. Francois,,19
Missouri,St. Louis,,16
Missouri,Saline,,22
Missouri,Schuyler,,20
Missouri,Scotland,,20
Missouri,Scott,,24
Missouri,Shannon,,24
Missouri,Shelby,,18
Missouri,Stoddard,,23
Missouri,Stone,,19
Missouri,Sullivan,,22
Missouri,Taney,,20
Missouri,Texas,,22
Missouri,Vernon,,20
Missouri,Warren,,17
Missouri,Washington,,22
Missouri,Wayne,,24
Missouri,Webster,,20
Missouri,Worth,,18
Missouri,Wright,,24
Missouri,St. Louis City,,22
Montana,,,15
Montana,Beaverhead,,14
Montana,Big Horn,,23
Montana,Blaine,,23
Montana,Broadwater,,13
Montana,Carbon,,12
Montana,Carter,,12
Montana,Cascade,,16
Montana,Chouteau,,17
Montana,Custer,,12
Montana,Daniels,,11
Montana,Dawson,,12
Montana,Deer Lodge,,18
Montana,Fallon,,11
Montana,Fergus,,14
Montana,Flathead,,14
Montana,Gallatin,,11
Montana,Garfield,,12
Montana,Glacier,,25
Montana,Golden Valley,,15
Montana,Granite,,12
Montana,Hill,,17
Montana,Jefferson,,12
Montana,Judith Basin,,13
Montana,Lake,,17
Montana,Lewis and Clark,,13
Montana,Liberty,,12
Montana,Lincoln,,16
Montana,McCone,,12
Montana,Madison,,12
Montana,Meagher,,15
Montana,Mineral,,16
Montana,Missoula,,14
Montana,Musselshell,,16
Montana,Park,,13
Montana,Petroleum,,13
Montana,Phillips,,16
Montana,Pondera,,17
Montana,Powder River,,14
Montana,Powell,,15
Montana,Prairie,,12
Montana,Ravalli,,14
Montana,Richland,,12
Montana,Roosevelt,,23
Montana,Rosebud,,17
Montana,Sanders,,17
Montana,Sheridan,,12
Montana,Silver Bow,,16
Montana,Stillwater,,12
Montana,Sweet Grass,,12
Montana,Teton,,12
Montana,Toole,,14
Montana,Treasure,,15
Montana,Valley,,14
Montana,Wheatland,,16
Montana,Wibaux,,14
Montana,Yellowstone,,13
Nebraska,,,14
Nebraska,Adams,,16
Nebraska,Antelope,,14
Nebraska,Arthur,,14
Nebraska,Banner,,14
Nebraska,Blaine,,12
Nebraska,Boone,,12
Nebraska,Box Butte,,15
Nebraska,Boyd,,13
Nebraska,Brown,,15
Nebraska,Buffalo,,15
Nebraska,Burt,,15
Nebraska,Butler,,13
Nebraska,Cass,,13
Nebraska,Cedar,,11
Nebraska,Chase,,14
Nebraska,Cherry,,14
Nebraska,Cheyenne,,12
Nebraska,Clay,,13
Nebraska,Colfax,,19
Nebraska,Cuming,,12
Nebraska,Custer,,14
Nebraska,Dakota,,20
Nebraska,Dawes,,13
Nebraska,Dawson,,18
Nebraska,Deuel,,14
Nebraska,Dixon,,13
Nebraska,Dodge,,13
Nebraska,Douglas,,15
Nebraska,Dundy,,16
Nebraska,Fillmore,,12
Nebraska,Franklin,,14
Nebraska,Frontier,,12
Nebraska,Furnas,,15
Nebraska,Gage,,13
Nebraska,Garden,,14
Nebraska,Garfield,,14
Nebraska,Gosper,,11
Nebraska,Grant,,16
Nebraska,Greeley,,13
Nebraska,Hall,,18
Nebraska,Hamilton,,12
Nebraska,Harlan,,14
Nebraska,Hayes,,15
Nebraska,Hitchcock,,16
Nebraska,Holt,,13
Nebraska,Hooker,,14
Nebraska,Howard,,12
Nebraska,Jefferson,,13
Nebraska,Johnson,,14
Nebraska,Kearney,,13
Nebraska,Keith,,14
Nebraska,Keya Paha,,11
Nebraska,Kimball,,17
Nebraska,Knox,,14
Nebraska,Lancaster,,14
Nebraska,Lincoln,,15
Nebraska,Logan,,14
Nebraska,Loup,,13
Nebraska,McPherson,,14
Nebraska,Madison,,16
Nebraska,Merrick,,14
Nebraska,Morrill,,16
Nebraska,Nance,,13
Nebraska,Nemaha,,13
Nebraska,Nuckolls,,13
Nebraska,Otoe,,16
Nebraska,Pawnee,,16
Nebraska,Perkins,,11
Nebraska,Phelps,,12
Nebraska,Pierce,,12
Nebraska,Platte,,14
Nebraska,Polk,,12
Nebraska,Red Willow,,15
Nebraska,Richardson,,15
Nebraska,Rock,,12
Nebraska,Saline,,16
Nebraska,Sarpy,,11
Nebraska,Saunders,,13
Nebraska,Scotts Bluff,,19
Nebraska,Seward,,12
Nebraska,Sheridan,,16
Nebraska,Sherman,,13
Nebraska,Sioux,,14
Nebraska,Stanton,,15
Nebraska,Thayer,,13
Nebraska,Thomas,,13
Nebraska,Thurston,,25
Nebraska,Valley,,14
Nebraska,Washington,,12
Nebraska,Wayne,,13
Nebraska,Webster,,14
Nebraska,Wheeler,,14
Nebraska,York,,13
Nevada,,,20
Nevada,Churchill,,17
Nevada,Clark,,19
Nevada,Douglas,,15
Nevada,Elko,,18
Nevada,Esmeralda,,22
Nevada,Eureka,,16
Nevada,Humboldt,,18
Nevada,Lander,,18
Nevada,Lincoln,,16
Nevada,Lyon,,18
Nevada,Mineral,,22
Nevada,Nye,,19
Nevada,Pershing,,20
Nevada,Storey,,16
Nevada,Washoe,,16
Nevada,White Pine,,19
Nevada,Carson City,,20
New Hampshire,,,13
New Hampshire,Belknap,,12
New Hampshire,Carroll,,13
New Hampshire,Cheshire,,13
New Hampshire,Coos,,15
New Hampshire,Grafton,,12
New Hampshire,Hillsborough,,12
New Hampshire,Merrimack,,11
New Hampshire,Rockingham,,9
New Hampshire,Strafford,,14
New Hampshire,Sullivan,,13
New Jersey,,,18
New Jersey,Atlantic,,21
New Jersey,Bergen,,14
New Jersey,Burlington,,14
New Jersey,Camden,,19
New Jersey,Cape May,,18
New Jersey,Cumberland,,23
New Jersey,Essex,,19
New Jersey,Gloucester,,16
New Jersey,Hudson,,20
New Jersey,Hunterdon,,11
New Jersey,Mercer,,15
New Jersey,Middlesex,,14
New Jersey,Monmouth,,14
New Jersey,Morris,,13
New Jersey,Ocean,,15
New Jersey,Passaic,,24
New Jersey,Salem,,19
New Jersey,Somerset,,12
New Jersey,Sussex,,13
New Jersey,Union,,19
New Jersey,Warren,,15
New Mexico,,,21
New Mexico,Bernalillo,,18
New Mexico,Catron,,16
New Mexico,Chaves,,23
New Mexico,Cibola,,28
New Mexico,Colfax,,24
New Mexico,Curry,,22
New Mexico,De Baca,,21
New Mexico,Dona Ana,,25
New Mexico,Eddy,,19
New Mexico,Grant,,20
New Mexico,Guadalupe,,24
New Mexico,Harding,,20
New Mexico,Hidalgo,,25
New Mexico,Lea,,22
New Mexico,Lincoln,,18
New Mexico,Los Alamos,,10
New Mexico,Luna,,27
New Mexico,McKinley,,26
New Mexico,Mora,,34
New Mexico,Otero,,22
New Mexico,Quay,,23
New Mexico,Rio Arriba,,26
New Mexico,Roosevelt,,22
New Mexico,Sandoval,,16
New Mexico,San Juan,,22
New Mexico,San Miguel,,29
New Mexico,Santa Fe,,17
New Mexico,Sierra,,20
New Mexico,Socorro,,24
New Mexico,Taos,,22
New Mexico,Torrance,,23
New Mexico,Union,,18
New Mexico,Valencia,,23
New York,,,17
New York,Albany,,14
New York,Allegany,,14
New York,Bronx,,27
New York,Broome,,16
New York,Cattaraugus,,16
New York,Cayuga,,14
New York,Chautauqua,,18
New York,Chemung,,15
New York,Chenango,,15
New York,Clinton,,15
New York,Columbia,,14
New York,Cortland,,13
New York,Delaware,,15
New York,Dutchess,,15
New York,Erie,,16
New York,Essex,,11
New York,Franklin,,16
New York,Fulton,,16
New York,Genesee,,14
New York,Greene,,14
New York,Hamilton,,14
New York,Herkimer,,16
New York,Jefferson,,16
New York,Kings,,18
New York,Lewis,,14
New York,Livingston,,15
New York,Madison,,13
New York,Monroe,,14
New York,Montgomery,,17
New York,Nassau,,12
New York,New York,,16
New York,Niagara,,14
New York,Oneida,,16
New York,Onondaga,,14
New York,Ontario,,13
New York,Orange,,15
New York,Orleans,,16
New York,Oswego,,15
New York,Otsego,,15
New York,Putnam,,12
New York,Queens,,19
New York,Rensselaer,,15
New York,Richmond,,15
New York,Rockland,,17
New York,St. Lawrence,,18
New York,Saratoga,,11
New York,Schenectady,,15
New York,Schoharie,,15
New York,Schuyler,,15
New York,Seneca,,15
New York,Steuben,,16
New York,Suffolk,,13
New York,Sullivan,,17
New York,Tioga,,14
New York,Tompkins,,14
New York,Ulster,,16
New York,Warren,,13
New York,Washington,,14
New York,Wayne,,15
New York,Westchester,,15
New York,Wyoming,,14
New York,Yates,,15
North Carolina,,,18
North Carolina,Alamance,,18
North Carolina,Alexander,,16
North Carolina,Alleghany,,19
North Carolina,Anson,,23
North Carolina,Ashe,,16
North Carolina,Avery,,17
North Carolina,Beaufort,,19
North Carolina,Bertie,,23
North Carolina,Bladen,,21
North Carolina,Brunswick,,16
North Carolina,Buncombe,,14
North Carolina,Burke,,17
North Carolina,Cabarrus,,15
North Carolina,Caldwell,,17
North Carolina,Camden,,14
North Carolina,Carteret,,16
North Carolina,Caswell,,19
North Carolina,Catawba,,15
North Carolina,Chatham,,15
North Carolina,Cherokee,,17
North Carolina,Chowan,,21
North Carolina,Clay,,17
North Carolina,Cleveland,,18
North Carolina,Columbus,,22
North Carolina,Craven,,17
North Carolina,Cumberland,,19
North Carolina,Currituck,,14
North Carolina,Dare,,14
North Carolina,Davidson,,17
North Carolina,Davie,,15
North Carolina,Duplin,,26
North Carolina,Durham,,17
North Carolina,Edgecombe,,25
North Carolina,Forsyth,,17
North Carolina,Franklin,,20
North Carolina,Gaston,,18
North Carolina,Gates,,17
North Carolina,Graham,,18
North Carolina,Granville,,17
North Carolina,Greene,,22
North Carolina,Guilford,,16
North Carolina,Halifax,,24
North Carolina,Harnett,,19
North Carolina,Haywood,,15
North Carolina,Henderson,,15
North Carolina,Hertford,,24
North Carolina,Hoke,,22
North Carolina,Hyde,,19
North Carolina,Iredell,,16
North Carolina,Jackson,,17
North Carolina,Johnston,,17
North Carolina,Jones,,21
North Carolina,Lee,,19
North Carolina,Lenoir,,22
North Carolina,Lincoln,,16
North Carolina,McDowell,,17
North Carolina,Macon,,16
North Carolina,Madison,,16
North Carolina,Martin,,22
North Carolina,Mecklenburg,,15
North Carolina,Mitchell,,16
North Carolina,Montgomery,,20
North Carolina,Moore,,15
North Carolina,Nash,,20
North Carolina,New Hanover,,16
North Carolina,Northampton,,23
North Carolina,Onslow,,18
North Carolina,Orange,,14
North Carolina,Pamlico,,18
North Carolina,Pasquotank,,19
North Carolina,Pender,,17
North Carolina,Perquimans,,18
North Carolina,Person,,19
North Carolina,Pitt,,18
North Carolina,Polk,,15
North Carolina,Randolph,,18
North Carolina,Richmond,,22
North Carolina,Robeson,,30
North Carolina,Rockingham,,18
North Carolina,Rowan,,18
North Carolina,Rutherford,,19
North Carolina,Sampson,,23
North Carolina,Scotland,,24
North Carolina,Stanly,,16
North Carolina,Stokes,,15
North Carolina,Surry,,19
North Carolina,Swain,,21
North Carolina,Transylvania,,16
North Carolina,Tyrrell,,23
North Carolina,Union,,14
North Carolina,Vance,,24
North Carolina,Wake,,13
North Carolina,Warren,,23
North Carolina,Washington,,24
North Carolina,Watauga,,18
North Carolina,Wayne,,21
North Carolina,Wilkes,,18
North Carolina,Wilson,,21
North Carolina,Yadkin,,17
North Carolina,Yancey,,18
North Dakota,,,15
North Dakota,Adams,,13
North Dakota,Barnes,,12
North Dakota,Benson,,24
North Dakota,Billings,,12
North Dakota,Bottineau,,15
North Dakota,Bowman,,12
North Dakota,Burke,,13
North Dakota,Burleigh,,12
North Dakota,Cass,,13
North Dakota,Cavalier,,13
North Dakota,Dickey,,11
North Dakota,Divide,,14
North Dakota,Dunn,,13
North Dakota,Eddy,,15
North Dakota,Emmons,,15
North Dakota,Foster,,12
North Dakota,Golden Valley,,15
North Dakota,Grand Forks,,15
North Dakota,Grant,,14
North Dakota,Griggs,,13
North Dakota,Hettinger,,13
North Dakota,Kidder,,14
North Dakota,LaMoure,,14
North Dakota,Logan,,12
North Dakota,McHenry,,13
North Dakota,McIntosh,,14
North Dakota,McKenzie,,14
North Dakota,McLean,,14
North Dakota,Mercer,,12
North Dakota,Morton,,14
North Dakota,Mountrail,,16
North Dakota,Nelson,,13
North Dakota,Oliver,,11
North Dakota,Pembina,,13
North Dakota,Pierce,,15
North Dakota,Ramsey,,14
North Dakota,Ransom,,14
North Dakota,Renville,,12
North Dakota,Richland,,13
North Dakota,Rolette,,30
North Dakota,Sargent,,12
North Dakota,Sheridan,,15
